阅读日期,文献标题,关键词,摘要,期刊,年份,要点总结,0-5,subject1-特征点识别算法,情绪,Posture
,基于大脑认知分析的驾驶疲劳检测与缓解技术硏究,"驾驶疲劳；半实物仿真系统；缓解疲劳；神经活动同步性：脑网络；经皮穴位电刺激；劳宫穴（ＰＣ８）

",,东北大学,,简单的缓解疲劳方法汇总。主要对人手掌的劳宫穴电刺激的方法缓解疲劳的方案进行介绍；劳宫穴的位置：手握拳后中指触到的位置，中医对穴位的刺激可通过：针灸、磁刺激、光辐射以及电针，该文设计了一个刺激穴位的电针，该疲劳缓解方案为被动开启方案，并不能智能检测并开启。实验同时采集脑电数据，同步似然算法计算得出有电刺激和无电刺激的被试的脑网络对比,4,,,
2018/11/14,,,,,,,,,,
2018/11/15,"Prevalence of Motor Vehicle Crashes Involving Drowsy Drivers, United States",,"Results showed that an estimated 6% of all crashes in which a vehicle was towed from the scene, 7% of crashes in which a person received treatment for injuries sustained in the crash, 13% of crashes in which a person was hospitalized, and 21% of crashes in which a person was killed involved a drowsy driver. If these proportions are applied to all reported crashes nationwide, results suggest that an average of 328,000 crashes annually, including 109,000 crashes that result in injuries and 6,400 fatal crashes, involve a drowsy driver.",,2014,通过往年数据建立预测模型，预测每年起因为疲劳驾驶的事故的起数占比，大概这样子？,1,,,
,蓝光对大鼠焦虑、抑郁及睡眠的影响,蓝光；焦虑；抑郁；睡眠,"目的 探究蓝光对 SD 大鼠焦虑、抑郁及睡眠的影响。方法 动物分为正常光照组、低(100 lx)、中(300 lx)和高(500 lx)剂量蓝光照射组;剥夺蓝光对照组和剥夺蓝光组 6 个组,低、中、高 3 个剂量照射组蓝光照射 28 d,每天 1 h,剥夺蓝光组采用去除蓝光的白光照明饲养 28 d。用高架十字迷宫实验、强迫游泳实验及戊巴比妥钠睡眠实验分别观察蓝光照射及去除蓝光对大鼠焦虑、抑郁及睡眠的影响。结果 高架十字迷宫实验各项指标组间差异无显著性。蓝光照射中剂量组动物强迫游泳实验中不动时间减少(P <0.05),剥夺蓝光导致不动时间延长(P <0.05);中剂量组在戊巴比妥钠睡眠实验中大鼠睡眠时间延长(P <0.05),剥夺蓝光对戊巴比妥钠睡眠实验结果无明显影响。结论 蓝光照射不影响大鼠的焦虑状态,300 lx 蓝光照射对大鼠有抗抑郁及促进睡眠的作用,而剥夺蓝光会导致大鼠抑郁。",现代预防医学 ,2016,本文研究蓝光对小鼠抑郁、焦虑、和睡眠的影响，分对照组、100lx蓝光蓝光、300、500lx蓝光照射组、剥夺蓝光对照组、剥夺蓝光组共6组，安排三种实验，实验结果乱的很，感觉没啥用。有研究表明，动物对420-440nm光敏感，另446-477nm蓝光对褪黑素的分泌有调节作用,1,,,
,基于一阶差分序列相关 HRV散点图分析方法的研究,一阶差分散点图;早搏 ;二联律;三联律 ;心率变异性,"目的 本文在 Poincare散点图作图方式的基础上 ,以 RR间期一阶差分后的序列作图 ,形成一种新型的散点图 。本文分析该散点图的散点区域特点, 并着重分析异常散点区域 ,以获得心电数据中的心律失常信息,并鉴别心电数据中的早搏等现象。方法 根据正常 RR间期相邻序列变化波动少和期前收缩(早搏)后的 RR间期具有代偿间歇的特点 ,从理论上推导 RR间期序列的分布特点和散点图散点区域的特征 ,判断心律失常条件下其周围散点的分布特点;然后取 MIT数据文件进行验证 ,取得了非常显著的效果 。结果 说明本文的新型散点图法能够区分单次早搏、二联律和三联律早搏, 特别是从混合性早搏数据中分辨出这 3类。结论 本散点图法对各类早搏的鉴别结果大大优于传统的 Poincare散点图方法 ,可作为 HRV非线性分析的补充 。",航天医学与医学工程SpaceMedicine& MedicalEngineering,2009,Poincare Plot散点图的创新：一阶差分散点图First Order Difference（FOD），该FOD散点图分布在坐标原点周围，正常情况呈现圆形，作者定义了一个正常范围的分布半径；其FOD散点图可区分三种早搏：单次早搏、二联律早搏（序列R0-b，R0+b连续重复出现，持续时间数秒/数十秒以上）、三联律早搏（R0-c、R0+c、R0序列多次重复）。提出传统Poincare Plot散点图无法区分单次早搏（非联律早搏）和三联律早搏，而FOD散点图特征可以，该文用MIT-BIH心律不齐数据库,4,,,
,45例正常人Poincare散点图分析,心率变异Poincare散点图 正常人,"文分析了45例不同年龄正常人的Poincare散点图,其形态多呈慧星形o(83%)。散点图的定贡性指标VAI、VLI分别与时域分析指标SDNN、SDSD呈正相关。SDNN、SDSD、VAI、VLI有随年龄增长而减小的趋势,>60岁年龄组的VAI的圣夜差异减少,提示随年龄的增长HRV随之降低,60岁后可能有速走神经功能减退",临床医学,1999,"交感神经与迷走神经共同作用影响心率的总体变化,当其变化大时,散点图的长度增加,反之则缩短;迷走神经调节瞬间心率变化,当其变化增大时,散点图的宽度增大,反之则变窄。分析了VLI与SDSD、VAI和SDNN的相关性，均为正相关",2,,,
,基于RR间期一阶差分的新型散点图心率变异性分析,一阶差分散点图;Poincare散点图;早搏;二联律;三联律,"在Poincare散点图的基础上,提出了基于RR间期的一阶差分散点图的新型分析方法.一阶差分散点图将RR间期作一阶差分以形成新的序列,再按Poincare方式作图,凸现了RR间期变异的信息,并以特殊区域反映在散点图上,通过图示可以挖掘出更多的心率变异信息,对非偶联的早搏、偶联性质的二联律和三联律早搏能分别显示出特有的图形特征,从而做出比Poincare散点图更好的鉴别.而在分析混合型早搏时,一阶差分散点图鉴别结果更好.",东南大学学报(自然科学版)JOURNALOFSOUTHEASTUNIVERSITY(NaturalScienceEdition),2007,和航天医学那篇介绍FOD的做的工作一样的，这里面列举的例子多一些，散点图多一些，上面那篇将对比多一些，应用中可结合两种散点图的特征，更加准确地分辨病症。FOD对于混合早搏的鉴别具有很大的优势，可容易地计算处早搏的发生率,4,,,
,通过散点图诊断房性节律 1 例,房性期前收缩; Poincare 散点图; t-RR 散点图,,江苏实用心电学杂志,2012,散点图出现异位心搏，疑似出现房性期前收缩二联律，查看心电图验证了,2,,,
,基于睡差值散点图的心率变异性分析方法研究,"心率变异性,Poincare差值散点图,象限","在心率变异性的非线性分析中,Poincare散点图分析是一种重要手段本文基于Poincare差值散点图Modified Poincare Plot提出了两个参数一区域分布墒和区域分布系数,用于定量描述所考察区域内散点的分布趋势,并提出对散点在个象限中的分布进行分别计算通过对数据库中健康年轻人、健康老年人和充血性心力衰竭患者样本数据的分析,发现两参数值均呈现显著的组间差异同时,不同象限的分析结果显示了四个象限具有不同的区分敏感性,而其中尤以第一象限的区分度为最高,反映出充血性心力衰竭患者相对健康人迷走神经调控功能的改变最为显著,与以往的生理学研究结论相符经验证,该方法可用于短时数据,更易于扩展至临床应用",物 理 学 报,2012,"老年人和充血性心力衰竭患者迷走神经功能减退或受损，其心率变异性较低，该文发明的差分散点图的两个特征的计算方法：区域分布熵和区域分布系数，统计表明可用于短时数据，避免了采用的半径没有一定的标准,取不同半径时结果有较大差异的弊端",4,,,
2018/11/16,基于心率变异性的人体疲劳兴奋测试方案设计,生理信号采集 信号处理 疲劳兴奋分析 心率变异性 本地数据库,"人体在疲劳、兴奋和平静的状态有着对应的生理参数。为了探讨人体在三种状态时有着怎样的心率变异性,本设计是基于STM32的信号采集与数据处理系统,以实现长时间的人体生理信号实时监控和提醒。通过MPU6050加速度传感器把采集到数据传输到MCU模块中,进行卡尔曼滤波和巴特沃斯带通滤波处理,处理后数据将根据运动状态进行判断是否为有效数据。若有效,则通过串口上传到计算机中,进行形态滤波和自相关运算,得到心率间期数据,并将数据存到数据库中。最后通过多特征决策树判断系统,根据数据的4大特征判断使用者是哪种状态。",电子技术ElectronicTechnology,2018,该文用六轴加速度传感器测心率，放置位置为凳子底部，在心率数据上传时会有误差计算，并且设定阈值，大于阈值认为被试运动，数据无效，不予上传；判断有效数据时候采用四重判定，分别是x、y、z的数据和z的角度数据阈值判断。对心率变异性的NNVGR、SDNN、RMSSD、SDSD、pNN50五个时域指标进行计算，决策，输出疲劳、兴奋、安静三种状态,3,,TRUE,
,关于心率变异性的研究,,,中华内科杂志,1995,心率变异性的频域的指标的正常范围、心率变异性的临床意义以及在哪些疾病审查中具有重要意义；对于交感神经副交感神经在高频成份、低频成分中的体现也有介绍.是发现冠心病或心肌梗塞病人中发生严重室性心律失常或碎死高度危险者的有效手段,4,,,
,心率变异性的测定及其临床意义,,专题讲座,Journal of Clinical Electrocardiology,1994,和上面一篇同作者，文章总共分为三大部分：概念、分析方法（时域、频域）、临床应用。提出在动作性实验中对心率变异性的时域分析存在较大误差，不能有效区分迷走神经和交感神经的活动；对心率变异性的各个指标的应用条件有列举,4,,,
,心率与血压的变异性,心率变异性;血压变异性;信号处理;自主神经系统;心血管调节,"本文回顾了关于心率变异性(HRV)及血压变异性(BPV)的最新进展。在分析方法方面,介绍了单一生理变量及多变量系统的线性分析技术及其主要结果。对HRV/BPV谱的生理意义及其应用问题,也进行了回顾与评述",生理科学进展,1996,,4,,,
